track type=bedGraph name="a_leaf-h3k27ac-1" description="Leaf H3K27ac (rep 1)"
5	212521800	212538564	0
5	212538564	212538639	1
5	212538639	212539632	0
5	212539632	212539648	1
5	212539648	212539670	2
5	212539670	212539707	3
5	212539707	212539722	2
5	212539722	212539745	1
5	212539745	212540116	0
5	212540116	212540191	1
5	212540191	212540212	0
5	212540212	212540238	1
5	212540238	212540245	2
5	212540245	212540287	3
5	212540287	212540313	2
5	212540313	212540320	1
5	212540320	212540464	0
5	212540464	212540471	1
5	212540471	212540504	2
5	212540504	212540538	3
5	212540538	212540546	2
5	212540546	212540567	1
5	212540567	212540579	2
5	212540579	212540621	1
5	212540621	212540623	2
5	212540623	212540625	3
5	212540625	212540640	4
5	212540640	212540693	3
5	212540693	212540696	4
5	212540696	212540697	3
5	212540697	212540698	4
5	212540698	212540700	3
5	212540700	212540768	2
5	212540768	212540772	1
5	212540772	212540864	0
5	212540864	212540907	1
5	212540907	212540935	2
5	212540935	212540939	3
5	212540939	212540981	2
5	212540981	212541010	1
5	212541010	212541070	0
5	212541070	212541138	1
5	212541138	212541145	2
5	212541145	212541189	1
5	212541189	212541211	2
5	212541211	212541263	1
5	212541263	212541296	0
5	212541296	212541322	1
5	212541322	212541334	2
5	212541334	212541371	3
5	212541371	212541396	2
5	212541396	212541403	1
5	212541403	212541409	2
5	212541409	212541424	1
5	212541424	212541435	2
5	212541435	212541452	3
5	212541452	212541478	4
5	212541478	212541488	3
5	212541488	212541499	4
5	212541499	212541510	3
5	212541510	212541527	2
5	212541527	212541563	1
5	212541563	212541565	0
5	212541565	212541583	1
5	212541583	212541587	2
5	212541587	212541609	3
5	212541609	212541627	4
5	212541627	212541640	5
5	212541640	212541655	4
5	212541655	212541658	5
5	212541658	212541662	4
5	212541662	212541684	3
5	212541684	212541702	2
5	212541702	212541724	1
5	212541724	212541729	2
5	212541729	212541799	1
5	212541799	212541815	0
5	212541815	212541884	1
5	212541884	212541890	2
5	212541890	212541899	1
5	212541899	212541959	2
5	212541959	212541960	1
5	212541960	212541974	2
5	212541974	212542017	1
5	212542017	212542026	2
5	212542026	212542035	3
