track type=bedGraph name="chip_leaf-h3k4me3"
5	212531842	212531917	1
5	212540029	212540104	1
5	212540315	212540368	1
5	212540368	212540390	2
5	212540390	212540443	1
5	212540478	212540503	1
5	212540503	212540553	2
5	212540553	212540578	1
5	212540593	212540668	1
5	212540700	212540775	1
5	212540930	212540976	1
5	212540976	212541005	2
5	212541005	212541051	1
5	212541088	212541117	1
5	212541117	212541162	2
5	212541162	212541168	1
5	212541168	212541192	2
5	212541192	212541243	1
5	212541280	212541354	1
5	212541359	212541365	1
5	212541365	212541432	2
5	212541432	212541440	1
5	212541515	212541590	1
5	212541983	212542054	1
5	212542353	212542428	1
5	212542790	212542865	1
5	212543030	212543105	1
5	212543381	212543403	1
5	212543403	212543422	2
5	212543422	212543428	3
5	212543428	212543452	4
5	212543452	212543456	5
5	212543456	212543465	4
5	212543465	212543478	5
5	212543478	212543479	4
5	212543479	212543497	5
5	212543497	212543503	4
5	212543503	212543504	3
5	212543504	212543507	4
5	212543507	212543520	5
5	212543520	212543527	6
5	212543527	212543534	5
5	212543534	212543540	6
5	212543540	212543553	5
5	212543553	212543562	4
5	212543562	212543565	5
5	212543565	212543579	6
5	212543579	212543582	5
5	212543582	212543589	4
5	212543589	212543594	5
5	212543594	212543595	6
5	212543595	212543609	5
5	212543609	212543613	4
5	212543613	212543622	5
5	212543622	212543654	6
5	212543654	212543664	7
5	212543664	212543669	6
5	212543669	212543670	5
5	212543670	212543706	6
5	212543706	212543711	7
5	212543711	212543713	6
5	212543713	212543728	5
5	212543728	212543731	4
5	212543731	212543737	5
5	212543737	212543745	6
5	212543745	212543761	5
5	212543761	212543772	4
5	212543772	212543781	3
5	212543781	212543796	2
5	212543796	212543806	1
5	212543869	212543872	1
5	212543872	212543874	2
5	212543874	212543881	3
5	212543881	212543892	4
5	212543892	212543895	5
5	212543895	212543897	6
5	212543897	212543899	7
5	212543899	212543901	8
5	212543901	212543906	9
5	212543906	212543911	10
5	212543911	212543912	11
5	212543912	212543915	12
5	212543915	212543916	13
5	212543916	212543917	14
5	212543917	212543919	15
5	212543919	212543921	16
5	212543921	212543927	17
5	212543927	212543938	18
5	212543938	212543946	19
5	212543946	212543948	18
5	212543948	212543951	17
5	212543951	212543955	18
5	212543955	212543958	17
5	212543958	212543962	18
5	212543962	212543969	19
5	212543969	212543972	20
5	212543972	212543973	19
5	212543973	212543974	20
5	212543974	212543976	19
5	212543976	212543978	18
5	212543978	212543979	19
5	212543979	212543986	20
5	212543986	212543987	19
5	212543987	212543990	18
5	212543990	212543992	17
5	212543992	212543993	16
5	212543993	212543994	17
5	212543994	212543995	16
5	212543995	212543996	17
5	212543996	212543998	16
5	212543998	212544001	17
5	212544001	212544002	18
5	212544002	212544004	17
5	212544004	212544007	18
5	212544007	212544009	19
5	212544009	212544010	20
5	212544010	212544011	21
5	212544011	212544013	22
5	212544013	212544018	24
5	212544018	212544022	25
5	212544022	212544028	26
5	212544028	212544030	27
5	212544030	212544032	29
5	212544032	212544033	28
5	212544033	212544034	29
5	212544034	212544036	30
5	212544036	212544038	29
5	212544038	212544041	30
5	212544041	212544042	31
5	212544042	212544044	29
5	212544044	212544045	31
5	212544045	212544046	30
5	212544046	212544052	31
5	212544052	212544053	32
5	212544053	212544054	31
5	212544054	212544056	32
5	212544056	212544057	31
5	212544057	212544058	33
5	212544058	212544063	34
5	212544063	212544065	35
5	212544065	212544068	37
5	212544068	212544070	36
5	212544070	212544072	35
5	212544072	212544074	34
5	212544074	212544076	35
5	212544076	212544077	34
5	212544077	212544078	35
5	212544078	212544079	33
5	212544079	212544081	34
5	212544081	212544084	35
